-2, -14, 1008
-2, -14, 1008
-2, -14, 1007
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1009
-2, -14, 1009
-2, -14, 1008
-2, -15, 1007
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1007
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1007
-2, -14, 1007
-2, -14, 1009
-2, -15, 1008
-2, -14, 1008
-2, -14, 1008
-2, -15, 1008
-2, -14, 1008
-2, -14, 1009
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -15, 1008
-2, -14, 1008
-3, -14, 1008
-3, -14, 1008
-2, -15, 1008
-2, -14, 1007
-2, -14, 1007
-2, -14, 1007
-3, -14, 1007
-3, -14, 1007
-2, -14, 1007
-2, -14, 1007
-2, -14, 1007
-2, -14, 1007
-2, -14, 1007
-2, -14, 1007
-2, -14, 1007
-2, -14, 1007
-3, -15, 1006
-3, -15, 1007
-3, -15, 1007
-2, -15, 1007
-2, -14, 1007
-2, -14, 1007
-2, -14, 1007
-2, -14, 1007
-2, -14, 1007
-2, -14, 1007
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1007
-2, -14, 1007
-2, -14, 1008
-2, -14, 1007
-2, -14, 1007
-2, -14, 1007
-3, -14, 1008
-2, -14, 1007
-2, -14, 1007
-2, -15, 1008
-2, -15, 1008
-2, -14, 1008
-1, -15, 1008
-2, -14, 1007
-2, -15, 1008
-2, -14, 1007
-2, -14, 1007
-2, -14, 1008
-2, -14, 1008
-2, -14, 1007
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1007
-2, -14, 1008
-1, -14, 1008
-1, -14, 1008
-2, -13, 1008
-1, -14, 1008
-2, -15, 1008
-2, -15, 1008
-2, -15, 1008
-2, -14, 1008
-1, -14, 1008
-2, -14, 1007
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-1, -15, 1008
-1, -14, 1007
-2, -14, 1008
-2, -15, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -15, 1008
-2, -15, 1008
-2, -15, 1008
-2, -15, 1008
-2, -14, 1008
-2, -14, 1008
-1, -14, 1008
-2, -15, 1007
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -15, 1008
-2, -15, 1008
-3, -14, 1007
-2, -14, 1007
-3, -14, 1008
-2, -13, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1009
-2, -14, 1008
-2, -14, 1008
-1, -14, 1008
-1, -14, 1008
-2, -14, 1007
-2, -14, 1008
-3, -14, 1008
-2, -14, 1008
-2, -14, 1007
-2, -14, 1007
-2, -13, 1008
-,-,-
7, -14, 1003
-12, -14, 1017
-2, -14, 1008
-2, -14, 1009
-2, -14, 1009
-2, -14, 1009
-2, -14, 1009
-2, -15, 1009
-2, -14, 1009
-2, -14, 1009
-2, -14, 1009
-2, -14, 1009
-2, -14, 1009
-2, -14, 1009
-2, -14, 1009
-,-,-
-4, -15, 1006
0, -14, 1012
0, -14, 1012
-2, -14, 1008
-1, -15, 1008
-2, -14, 1009
-2, -14, 1008
-2, -14, 1008
-2, -14, 1009
-2, -14, 1008
-,-,-
-3, -14, 1010
-3, -14, 1010
-2, -15, 1009
-2, -15, 1009
-2, -13, 1008
-2, -14, 1010
-2, -14, 1010
-2, -14, 1008
-2, -14, 1009
-3, -14, 1008
-,-,-
-4, -16, 1009
-4, -16, 1009
-2, -14, 1010
-2, -14, 1009
-2, -14, 1009
-3, -14, 1009
-3, -14, 1009
-2, -14, 1009
-2, -14, 1009
-2, -14, 1009
-,-,-
-4, -14, 1006
-1, -13, 1015
-1, -13, 1015
-2, -14, 1008
-2, -14, 1009
-2, -14, 1009
-2, -14, 1008
-2, -14, 1008
-,-,-
4, -15, 1010
-10, -13, 1009
-2, -14, 1007
-2, -14, 1007
-2, -14, 1009
-2, -15, 1007
-2, -14, 1008
-,-,-
-2, -15, 1007
-2, -14, 1007
-3, -13, 1010
-2, -15, 1008
-2, -15, 1008
-2, -14, 1008
-2, -14, 1008
-2, -15, 1008
-3, -14, 1008
-,-,-
-1, -16, 1019
-4, -12, 998
-3, -15, 1008
-2, -14, 1008
-2, -14, 1008
-2, -15, 1008
-3, -14, 1008
-2, -14, 1008
-3, -14, 1008
-3, -14, 1008
-,-,-
0, -12, 1014
-4, -16, 1005
-2, -15, 1007
-2, -15, 1007
-3, -14, 1008
-2, -14, 1009
-2, -14, 1007
-,-,-
-2, -13, 1006
-2, -13, 1006
-3, -13, 1012
-2, -14, 1007
-2, -14, 1009
-2, -14, 1009
-2, -14, 1007
-2, -14, 1007
-,-,-
-3, -14, 1009
-1, -15, 1008
-2, -14, 1009
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -15, 1007
-1, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-3, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -15, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -15, 1008
-3, -15, 1008
-2, -14, 1008
-2, -14, 1009
-2, -14, 1009
-2, -14, 1008
-3, -14, 1008
-2, -14, 1008
-2, -14, 1008
-2, -14, 1009
-2, -14, 1009
-5, -7, 1011
-,-,-
-12, 22, 1007
2, -21, 1012
1, -47, 1009
1, -47, 1009
-3, -15, 1010
-2, -15, 1009
-2, -15, 1009
-3, -14, 1009
-3, -14, 1009
-2, -15, 1010
-2, -15, 1009
-3, -15, 1009
-3, -15, 1009
-3, -15, 1009
-2, -14, 1009
-3, -15, 1010
-2, -15, 1009
-2, -14, 1009
0, -9, 1011
0, -9, 1011
-6, -21, 1009
-3, -15, 1009
-2, -14, 1009
-2, -14, 1009
-2, -14, 1009
-3, -15, 1008
-3, -15, 1009
-3, -14, 1009
-2, -15, 1009
-2, -15, 1009
-3, -15, 1009
-3, -14, 1008
-2, -14, 1009
-2, -15, 1009
-2, -15, 1009
-2, -15, 1009
-2, -15, 1009
-3, -14, 1009
-3, -15, 1009
-2, -15, 1009
-2, -15, 1009
-3, -15, 1010
-2, -14, 1009
-3, -15, 1009
-2, -14, 1008
-3, -15, 1009
-3, -15, 1009
-2, -15, 1009
-2, -15, 1009
-2, -15, 1009
-3, -15, 1009
-3, -15, 1009
-3, -15, 1008
-3, -15, 1009
-3, -15, 1009
-3, -15, 1009
-3, -15, 1009
-3, -15, 1009
-2, -14, 1008
-2, -15, 1009
-2, -15, 1009
-2, -15, 1009
-2, -15, 1009
-3, -15, 1009
-2, -15, 1009
-3, -15, 1009
-3, -15, 1009
-3, -15, 1008
-3, -15, 1008
-2, -15, 1009
-3, -14, 1008
-2, -15, 1009
-3, -15, 1008
-3, -15, 1008
-2, -15, 1009
-2, -15, 1008
-3, -15, 1009
-2, -15, 1009
-2, -15, 1009
-2, -15, 1009
-2, -15, 1009
-3, -15, 1009
-3, -15, 1009
-2, -15, 1009
-2, -15, 1008
-2, -15, 1008
-3, -15, 1009
-2, -15, 1008
-2, -15, 1009
-2, -15, 1009
-2, -15, 1009
-2, -15, 1009
-3, -14, 1009
-2, -15, 1009
-2, -15, 1009
-2, -15, 1008
-2, -15, 1008
-2, -15, 1008
-2, -15, 1009
-2, -15, 1008
-3, -15, 1009
-3, -15, 1009
-2, -15, 1009
-2, -15, 1008
-2, -14, 1009
-2, -15, 1009
-3, -15, 1009
-3, -15, 1009
-3, -15, 1009
-2, -15, 1008
-2, -15, 1009
-3, -15, 1009
-3, -15, 1009
-3, -15, 1008
-3, -15, 1008
-3, -15, 1009
-3, -15, 1008
-2, -14, 1008
-2, -14, 1008
-2, -15, 1009
-3, -15, 1009
-2, -14, 1009
-2, -15, 1009
-3, -15, 1008
-3, -15, 1008
-3, -15, 1009
-2, -14, 1009
11, -2, 1008
-3, 40, 1011
-3, 40, 1011
6, -39, 1008
-12, -21, 1008
-9, -42, 1009
-4, -20, 1008
-4, -20, 1008
-7, -21, 1009
-2, -15, 1009
-2, -15, 1009
-2, -15, 1009
-2, -15, 1009
-2, -15, 1009
-2, -14, 1008
-2, -14, 1009
-2, -15, 1009
-3, -15, 1008
-3, -15, 1008
-2, -15, 1009
-2, -15, 1009
-3, -14, 1009
-3, -15, 1009
-3, -15, 1009
-3, -15, 1009
-2, -15, 1008
-2, -15, 1009
-2, -15, 1009
-2, -14, 1009
-2, -14, 1009
-2, -15, 1009
-3, -15, 1009
-3, -15, 1008
-2, -15, 1008
-3, -15, 1009
-3, -15, 1009
-2, -15, 1008
-2, -15, 1009
-3, -15, 1008
-3, -15, 1010
-3, -15, 1010
-3, -14, 1009
-3, -15, 1008
-2, -15, 1009
-2, -15, 1008
-3, -15, 1009
-3, -15, 1009
-2, -15, 1009
-2, -15, 1009
-3, -14, 1009
-3, -14, 1010
-3, -14, 1010
-2, -14, 1009
-2, -14, 1009
22, 12, 1012
-17, -33, 1007
-5, -17, 1008
-5, -17, 1008
-10, -23, 1009
-2, -15, 1009
-2, -14, 1008
-2, -15, 1009
-3, -15, 1009
-3, -15, 1009
-2, -15, 1009
-2, -14, 1009
-2, -15, 1009
-3, -15, 1009
-3, -15, 1009
-3, -15, 1008
-2, -14, 1009
-3, -15, 1009
-3, -15, 1009
-2, -15, 1009
-2, -15, 1009
-2, -15, 1008
-2, -15, 1009
-2, -15, 1009
-3, -15, 1008
-3, -15, 1008
-2, -14, 1009
-2, -15, 1009
-3, -15, 1008
-3, -15, 1009
-2, -15, 1009
-2, -15, 1009
-2, -15, 1008
-2, -15, 1009
-2, -15, 1009
-2, -15, 1009
-3, -14, 1009
-3, -14, 1009
-2, -15, 1009
-2, -15, 1009
-2, -14, 1009
6, -8, 1008
6, -8, 1008
0, -11, 1010
-9, -21, 1009
-9, -21, 1008
-9, -21, 1008
-2, -15, 1009
-2, -15, 1009
-3, -15, 1009
-3, -15, 1008
-2, -15, 1008
-2, -15, 1008
-2, -15, 1008
-2, -15, 1009
-2, -14, 1009
-2, -15, 1008
-2, -15, 1008
-2, -15, 1008
-2, -15, 1009
-3, -14, 1009
-2, -14, 1008
-2, -15, 1009
-2, -15, 1009
-3, -15, 1008
-2, -15, 1008
-2, -15, 1008
-3, -15, 1008
-3, -15, 1008
-3, -15, 1008
-3, -15, 1008
-3, -15, 1008
-3, -15, 1008
-2, -15, 1008
-2, -15, 1008
-3, -15, 1008
-2, -15, 1008
-2, -15, 1008
-2, -15, 1008
-2, -15, 1008
-2, -15, 1008
-2, -15, 1008
-2, -14, 1008
-2, -15, 1008
-2, -15, 1009
-2, -15, 1009
-2, -15, 1008
-2, -15, 1009
-2, -14, 1008
-2, -15, 1008
-2, -15, 1009
-2, -15, 1009
-2, -15, 1008
-2, -15, 1009
-3, -15, 1007
-3, -15, 1009
-3, -15, 1009
-3, -15, 1008
-3, -15, 1008
-2, -15, 1009
-2, -15, 1009
-3, -14, 1009
-3, -14, 1009
3, -10, 1008
-3, -17, 1008
-7, -19, 1008
0, -11, 1008
0, -11, 1008
-7, -20, 1009
-2, -15, 1009
-3, -15, 1007
-2, -15, 1008
-2, -15, 1008
-2, -15, 1008
-3, -15, 1008
-,-,-
-109, 112, 1010
